EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,Notes,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,Location,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E1002030,29,Female,Marketing,Single,Sales,Sales Representative,Travel_Rarely,9,3,2,52,1,2021020200375  Other 044525974,1,2,1,No,13,3,India,2,3,3,2,2,2,2,1,2
E1002031,29,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Frequently,1,3,4,70,4,2021020200430  Other 206518,2,3,8,Yes,12,4,India,10,5,4,3,2,0,2,0,3
E1002032,30,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,15,2,3,94,2,2021020200370  Other 044525974,3,1,2,No,11,1,India,12,2,3,7,7,1,7,0,3
E1002033,34,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,4,97,4,2021020200431  Other,1,4,0,Yes,14,1,India,6,3,3,5,0,1,2,0,3
E1002034,33,Female,Marketing,Single,Sales,Sales Executive,Non-Travel,2,3,4,62,3,2021020200371  Other 044525974,2,2,8,No,15,4,India,13,2,2,11,7,1,7,0,3
E1002035,49,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,11,4,4,80,3,2021020200429  Other 081530001,2,4,3,No,12,3,India,8,1,4,5,1,0,4,0,3
E1002036,33,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,16,3,1,74,3,2021020200372  Other 00062,3,1,2,Yes,20,3,India,11,2,2,0,0,0,0,1,4
E1002038,38,Female,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,2,2,3,75,2,2021020200368  Other 00111,1,2,4,No,14,2,India,9,4,2,6,1,0,5,0,3
E1002042,32,Male,Technical Degree,Single,Research & Development,Research Scientist,Non-Travel,5,4,2,65,3,2021020200434  Other 044525974,1,2,2,No,14,2,India,12,3,3,7,7,0,7,0,3
E1002044,38,Male,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,18,3,2,60,1,2021020200369  Other 044525974,2,4,3,Yes,16,3,India,15,2,3,1,0,1,0,0,3
E1002045,43,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Frequently,17,3,3,38,2,2021020200433  Other 004718,1,3,9,Yes,16,4,India,6,4,3,1,0,0,0,1,3
E1002048,55,Male,Medical,Married,Research & Development,Research Director,Travel_Rarely,2,3,3,60,2,2021020200432  Other 044525974,5,1,8,No,12,2,India,34,2,3,1,0,0,0,0,3
E1002049,33,Male,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,4,3,4,90,3,2021020200401  Other 001007722,2,2,5,No,15,4,India,11,2,2,9,8,1,7,0,3
E1002050,41,Male,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,9,4,3,94,3,2021020200438  Other,1,1,1,No,20,2,India,5,2,3,5,3,0,4,0,4
E1002052,34,Male,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,10,3,4,87,3,2021020200437  Other 10501230,2,3,1,Yes,14,3,India,15,3,3,15,14,0,7,0,3
E1002053,53,Female,Medical,Married,Research & Development,Manufacturing Director,Non-Travel,1,4,1,60,2,2021020200439  Other 32500,4,3,4,Yes,20,4,India,27,2,2,3,2,0,2,0,3
E1002056,43,Male,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,2,3,2,97,3,"2021020200436  Other phone 55149811
20390 taxnational ID 85098454 name 
GABRIEL FERREIRA DE MIRANDA33923798
00000",1,4,0,No,13,2,India,10,5,3,9,7,1,8,0,2
E1002057,34,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,3,2,4,32,1,2021020200435  Other 044525974,2,4,5,No,12,1,India,6,3,3,2,2,2,2,0,3
E1002058,21,Male,Marketing,Single,Sales,Sales Representative,Travel_Rarely,7,1,2,31,3,2021020200397  Other,1,2,1,No,13,2,India,1,3,3,1,0,1,0,1,3
E1002060,38,Female,Other,Married,Research & Development,Manager R&D,Travel_Rarely,6,2,4,40,2,purchase tractors,1,3,1,No,11,2,India,5,3,3,5,4,0,4,0,3
E1002061,22,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,8,1,3,79,3,"PURPOSE RENOVATIONS TO ANTIGUA RESI
DENCEPHONE 5708812555",1,1,1,Yes,17,3,India,1,6,3,1,0,0,0,1,3
E1002062,31,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,29,4,1,91,2,"PURPOSE REFUND DEPOSIT FOR SONS CAM
P STAY IN SUMMER 2021PH 33 (0) 1565
76251",2,4,1,No,14,1,India,13,3,3,12,7,5,7,0,2
E1002067,46,Male,Medical,Divorced,Research & Development,Research Director,Travel_Rarely,2,4,3,46,3,NULL,5,4,7,Yes,17,3,India,24,3,3,2,1,2,2,0,3
E1002068,36,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,10,3,4,90,3,NULL,3,1,7,Yes,13,4,India,15,1,3,12,8,5,7,0,3
E1002070,44,Male,Medical,Divorced,Research & Development,Research Scientist,Travel_Frequently,1,2,3,99,3,NULL,1,2,1,Yes,12,3,India,6,2,2,5,3,2,3,1,3
E1002072,37,Male,Other,Divorced,Human Resources,Human Resources,Travel_Rarely,8,2,3,89,3,NULL,2,2,2,No,13,3,India,19,4,2,10,0,4,7,0,3
E1002076,33,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,8,4,4,90,4,NULL,1,1,6,No,19,2,India,14,1,3,10,8,7,6,0,3
E1002079,46,Male,Life Sciences,Single,Sales,Sales Executive,Non-Travel,26,2,2,98,2,"FINK. ATTN PAYOFF DEPT LOAN 0147555
122",2,2,8,No,15,3,India,6,3,3,2,2,2,2,0,2
E1002080,40,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,2,2,3,99,3,2.3.2021  0156PM,1,1,4,No,17,4,India,7,5,2,4,3,0,2,0,3
E1002082,35,Male,Medical,Divorced,Research & Development,Manager R&D,Non-Travel,2,2,2,90,3,NULL,2,4,2,No,14,3,India,15,6,3,7,7,1,7,0,2
E1002083,38,Male,Human Resources,Divorced,Human Resources,Human Resources,Non-Travel,2,3,1,100,3,NULL,1,2,5,No,13,4,India,13,3,3,11,10,3,8,0,2
E1002085,34,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,9,4,4,93,3,NULL,2,1,4,No,17,3,India,11,3,2,7,1,0,7,1,3
E1002090,39,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Frequently,20,3,3,83,3,NULL,2,4,2,No,18,4,India,7,6,3,2,1,2,2,0,3
E1002091,43,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,9,3,1,52,3,NULL,1,3,4,No,13,3,India,7,2,2,3,2,1,2,0,2
E1002092,41,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,5,3,2,85,4,PERSONAL EXPENSES,2,2,3,No,12,1,India,11,3,1,3,2,1,2,0,2
E1002093,41,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,4,1,3,81,3,LOAN REPAYMENT,3,3,0,Yes,13,4,India,23,3,4,22,14,13,5,0,3
E1002101,34,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,8,2,2,92,4,LOAN REPAYMENT,2,3,1,No,21,3,India,10,5,3,10,8,4,8,0,2
E1002102,58,Male,Medical,Divorced,Sales,Manager,Non-Travel,2,3,2,52,3,NULL,4,2,4,No,22,4,India,37,0,2,16,9,14,14,0,2
E1002104,35,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,23,4,2,91,1,DO NOT CONVERT,1,3,0,No,16,2,India,6,2,4,5,4,0,3,0,3
E1002105,47,Female,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,4,3,3,92,2,NULL,3,2,8,Yes,12,3,India,28,4,3,22,11,14,10,0,3
E1002107,40,Female,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,12,3,2,47,3,NULL,2,1,2,No,12,2,India,15,3,3,7,4,7,7,0,2
E1002108,54,Female,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,7,4,4,68,3,loan closing,2,4,4,No,15,2,India,14,2,2,7,1,1,7,0,3
E1002111,31,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,7,4,1,68,3,NULL,3,1,2,No,14,4,India,9,3,3,3,2,2,2,0,2
E1002113,38,Female,Marketing,Married,Sales,Sales Representative,Travel_Rarely,2,4,2,77,1,NULL,2,4,2,Yes,20,1,India,20,4,2,4,2,0,3,0,3
E1002114,26,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,10,3,3,46,3,Medical Expenses,2,4,1,No,13,1,India,5,4,3,5,3,1,2,0,3
E1002115,58,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,15,4,1,87,3,ACCOUNTS PAYABLE,4,3,2,Yes,14,2,India,23,3,3,2,2,2,2,0,2
E1002117,18,Female,Medical,Single,Research & Development,Manager R&D,Non-Travel,14,3,2,33,3,NULL,1,3,1,No,16,3,India,0,4,1,0,0,0,0,0,3
E1002120,31,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,18,5,4,89,4,BENE ACCT 049 0631 99 2410225853,1,1,0,No,17,3,India,2,4,3,1,0,0,0,1,3
E1002123,45,Female,Life Sciences,Married,Sales,Sales Executive,Non-Travel,2,4,3,67,3,NULL,2,3,4,No,22,2,India,10,3,4,8,7,5,7,0,4
E1002125,36,Female,Other,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,4,73,3,NULL,2,2,4,Yes,22,4,India,15,2,3,1,0,0,0,0,4
E1002127,43,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,2,4,1,92,3,NULL,2,4,1,No,20,3,India,7,5,3,7,7,7,7,0,2
E1002128,27,Female,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,5,2,4,53,3,NULL,1,4,0,Yes,14,3,India,6,3,2,5,4,0,2,0,3
E1002130,29,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,20,1,4,40,3,CTO,1,4,1,No,13,2,India,11,3,4,11,8,3,10,0,3
E1002131,32,Male,Marketing,Single,Sales,Sales Executive,Travel_Frequently,10,4,4,79,3,NULL,2,4,8,No,13,3,India,4,2,4,0,0,0,0,0,3
E1002132,42,Male,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,10,4,3,38,3,NULL,1,3,3,No,22,2,India,10,1,2,6,3,3,3,0,4
E1002134,47,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,9,4,2,64,3,NULL,1,3,4,No,12,3,India,7,2,3,2,2,2,0,0,2
E1002135,46,Male,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,2,2,4,82,3,NULL,3,4,3,No,14,3,India,12,4,2,9,8,4,7,0,3
E1002136,28,Male,Life Sciences,Divorced,Human Resources,Human Resources,Non-Travel,1,2,3,43,3,NULL,1,4,1,No,15,2,India,3,2,3,3,2,2,2,0,3
E1002137,29,Male,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,29,1,4,93,1,NULL,2,3,8,No,17,4,India,11,3,3,7,0,1,6,0,3
E1002138,42,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,8,3,4,81,3,NULL,1,3,4,No,13,4,India,8,3,3,0,0,0,0,0,3
E1002140,32,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,2,4,3,82,2,NULL,2,2,7,Yes,12,3,India,7,3,2,2,2,2,2,1,3
E1002141,46,Female,Technical Degree,Divorced,Sales,Sales Executive,Travel_Rarely,3,3,1,45,4,NULL,4,1,2,No,12,4,India,25,5,3,19,17,2,8,0,2
E1002142,27,Female,Medical,Married,Sales,Sales Representative,Travel_Rarely,23,1,2,36,2,NULL,2,3,1,No,21,4,India,9,5,3,9,8,5,8,0,2
E1002143,29,Male,Medical,Married,Human Resources,Human Resources,Travel_Rarely,6,1,4,87,2,NULL,1,2,1,No,11,4,India,1,3,3,1,0,0,0,0,3
E1002145,48,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,10,3,4,91,2,NULL,5,2,4,No,12,4,India,29,3,3,22,10,12,9,0,3
E1002146,29,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,24,2,4,73,2,NULL,1,4,1,Yes,24,2,India,1,3,2,1,0,1,0,1,4
E1002151,55,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,2,98,2,NULL,1,4,8,No,20,2,India,19,2,4,5,2,0,4,0,3
E1002153,28,Female,Medical,Married,Sales,Sales Representative,Travel_Rarely,3,3,2,78,3,NULL,1,2,1,No,19,4,India,1,3,3,1,0,0,0,0,3
E1002154,30,Male,Medical,Single,Sales,Sales Representative,Travel_Rarely,9,3,2,89,3,NULL,1,4,1,No,13,3,India,1,3,2,1,0,0,0,1,3
E1002156,22,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,7,1,4,75,3,NULL,1,2,1,Yes,23,1,India,1,2,3,1,0,0,0,1,4
E1002158,36,Female,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,10,4,2,63,2,NULL,2,3,1,Yes,13,1,India,10,4,3,10,9,1,7,0,2
E1002160,34,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,4,3,3,64,3,NULL,3,4,2,Yes,13,4,India,9,3,3,5,3,1,0,0,3
E1002161,29,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,7,3,4,59,3,NULL,1,1,3,No,14,2,India,11,2,3,3,2,1,2,0,3
E1002163,37,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,7,4,4,78,3,NULL,2,1,5,Yes,22,3,India,16,2,3,5,3,0,4,0,4
E1002164,35,Female,Other,Married,Research & Development,Manufacturing Director,Travel_Rarely,16,2,4,44,2,NULL,2,2,0,Yes,11,4,India,4,2,3,3,2,0,2,0,3
E1002166,45,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,25,2,2,93,2,NULL,2,4,0,No,13,4,India,10,2,2,9,8,3,8,0,2
E1002168,36,Male,Human Resources,Single,Human Resources,Human Resources,Travel_Frequently,2,1,2,94,2,NULL,2,4,1,No,21,4,India,10,2,2,10,1,0,8,0,4
E1002170,40,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,1,4,1,98,3,NULL,4,1,2,No,11,1,India,22,3,3,19,7,11,16,0,2
E1002171,26,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1,2,2,90,2,NULL,1,3,1,Yes,13,3,India,1,3,2,1,0,1,0,0,3
E1002176,27,Female,Medical,Single,Sales,Sales Executive,Travel_Rarely,2,2,1,89,4,NULL,2,3,0,No,14,2,India,9,5,2,8,7,0,7,0,3
E1002178,48,Female,Medical,Divorced,Research & Development,Manager,Travel_Frequently,22,3,4,58,3,NULL,4,4,3,No,11,2,India,24,3,3,22,17,4,7,0,3
E1002181,44,Male,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,1,4,2,78,4,Deposit for NEW 020 loan payment,2,1,2,No,15,4,India,10,5,3,2,0,2,2,0,3
E1002183,34,Male,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,16,4,4,85,1,Deposit for payment of loan account,1,1,1,Yes,23,2,India,5,2,3,5,2,3,0,1,4
E1002185,56,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,24,2,1,97,3,"invoice order  G657124 10  VCCM red
esign 22 500 315 r4 PCW21024153, DO
 NOT CONVERT!",1,4,1,No,16,4,India,5,3,3,4,2,1,0,1,2
E1002186,36,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,17,2,3,33,2,payroll,2,2,2,No,16,3,India,12,1,1,4,2,1,3,0,2
E1002187,41,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,8,3,3,54,3,Beauport Hotel Paycard funding,2,2,5,No,21,3,India,14,3,3,5,4,1,4,0,4
E1002189,42,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,6,3,3,83,3,Beauport Hotel Paycard funding,3,1,9,No,13,2,India,18,3,4,13,7,5,7,0,3
E1002190,31,Female,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,10,2,3,86,3,NULL,2,4,2,Yes,11,4,India,8,2,3,5,2,1,4,0,3
E1002193,34,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,3,1,4,75,2,NULL,2,4,3,Yes,12,3,India,9,3,2,4,2,0,1,0,3
E1002194,31,Female,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,4,3,1,62,4,NULL,1,3,8,No,12,2,India,4,0,2,2,2,2,2,0,2
E1002196,26,Male,Other,Married,Research & Development,Manager R&D,Travel_Frequently,6,3,3,61,4,NULL,1,4,0,No,18,1,India,8,3,3,7,7,7,7,0,3
E1002200,45,Male,Medical,Single,Research & Development,Manager R&D,Travel_Frequently,1,4,2,44,3,BFI083028,2,3,4,No,12,3,India,12,3,3,4,2,0,3,0,3
E1002202,33,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,10,4,2,43,3,NULL,2,3,1,No,14,2,India,10,2,2,10,4,0,9,0,3
E1002205,28,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,1,2,3,42,2,NULL,2,4,1,Yes,12,3,India,7,2,3,7,7,0,7,0,3
E1002207,39,Female,Life Sciences,Married,Sales,Sales Executive,Non-Travel,21,4,1,32,1,NULL,2,3,6,No,19,3,India,10,1,3,3,2,1,2,0,2
E1002209,27,Male,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,2,4,2,41,3,NULL,1,2,1,No,11,3,India,6,3,2,5,3,1,2,0,2
E1002210,34,Male,Other,Married,Research & Development,Research Scientist,Travel_Frequently,22,4,3,86,2,NULL,2,4,1,Yes,15,2,India,16,3,3,15,10,6,11,0,3
E1002212,47,Male,Technical Degree,Married,Research & Development,Manager R&D,Non-Travel,14,4,3,64,3,NULL,2,2,8,No,18,3,India,16,4,4,8,7,1,7,0,3
E1002213,56,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,11,5,4,89,2,NULL,2,1,4,No,16,3,India,6,3,3,0,0,0,0,0,3
E1002215,38,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,8,3,4,58,2,NULL,2,2,1,Yes,16,3,India,20,3,3,20,11,0,7,0,3
E1002216,58,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,21,3,4,72,3,NULL,4,4,4,Yes,13,3,India,29,2,2,1,0,0,0,0,3
E1002217,32,Female,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,5,2,1,47,4,NULL,1,3,3,Yes,14,1,India,8,2,3,4,1,0,3,1,3
E1002218,38,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,9,2,2,71,3,NULL,1,4,2,No,19,4,India,10,0,4,5,2,0,3,0,4
E1002219,49,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,2,1,2,42,3,NULL,5,4,3,No,15,4,India,28,3,3,5,4,4,3,0,2
E1002221,42,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,12,4,2,77,3,NULL,2,4,3,Yes,12,3,India,14,4,3,0,0,0,0,0,3
E1002222,27,Female,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,22,3,1,58,2,NULL,1,2,1,No,12,1,India,1,2,3,1,0,0,0,1,3
E1002223,35,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,18,4,2,71,3,NULL,2,1,0,No,16,4,India,6,2,1,5,3,0,4,0,2
E1002225,28,Male,Medical,Single,Research & Development,Manager R&D,Non-Travel,16,3,3,49,3,NULL,1,3,1,No,14,3,India,5,3,2,5,3,1,4,0,3
E1002226,31,Male,Medical,Divorced,Research & Development,Research Scientist,Non-Travel,3,2,3,48,3,NULL,1,1,1,Yes,13,4,India,4,3,4,4,2,2,3,0,3
E1002227,36,Male,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,9,4,1,66,4,NULL,1,2,1,No,22,2,India,5,3,3,5,4,0,2,0,3
E1002228,34,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,1,3,1,32,3,NULL,3,4,1,No,21,1,India,14,3,2,14,8,2,1,0,2
E1002229,34,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,13,4,4,39,3,NULL,3,3,1,No,18,3,India,9,2,2,8,7,1,1,0,3
E1002230,26,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Rarely,1,3,3,95,3,NULL,1,1,0,No,13,4,India,8,6,2,7,7,7,6,0,3
E1002233,32,Female,Medical,Divorced,Research & Development,Manager R&D,Non-Travel,15,4,3,34,3,NULL,2,4,5,No,18,2,India,9,6,3,5,1,1,2,0,3
E1002238,28,Male,Technical Degree,Divorced,Research & Development,Manager R&D,Travel_Rarely,17,3,3,32,2,NULL,1,4,5,No,12,1,India,6,2,2,4,1,0,3,1,3
E1002239,38,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,1,3,1,59,2,NULL,1,1,4,No,14,1,India,20,3,2,1,0,0,0,0,3
E1002240,35,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,7,4,3,55,3,NULL,2,4,1,Yes,11,4,India,10,2,3,10,8,0,9,0,3
E1002243,27,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,9,3,4,44,3,NULL,2,4,1,No,14,1,India,7,5,3,7,7,0,7,0,3
E1002244,32,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,5,4,4,56,2,NULL,2,4,8,No,24,2,India,8,1,3,1,0,0,0,0,4
E1002245,31,Male,Marketing,Married,Sales,Sales Executive,Travel_Frequently,26,4,1,63,3,NULL,2,4,1,Yes,11,3,India,10,4,3,10,7,0,8,1,3
E1002246,53,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,24,4,1,66,3,NULL,3,1,6,Yes,13,2,India,15,2,2,2,2,2,2,1,2
E1002247,54,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,9,2,1,67,3,NULL,2,3,3,No,11,3,India,9,6,2,4,3,2,3,0,2
E1002248,33,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Frequently,7,2,4,36,3,NULL,2,3,1,No,20,3,India,9,2,3,9,7,2,8,0,4
E1002249,43,Male,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,11,3,1,30,3,NULL,3,3,1,No,17,2,India,10,1,3,10,9,0,9,0,3
E1002250,38,Male,Other,Married,Human Resources,Human Resources,Travel_Frequently,1,4,4,88,3,NULL,1,2,0,Yes,11,2,India,7,2,3,6,2,1,2,0,3
E1002251,55,Male,Human Resources,Married,Human Resources,Manager,Travel_Rarely,26,4,3,71,4,NULL,5,2,4,Yes,18,1,India,35,0,3,10,9,1,4,0,3
E1002252,31,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,2,1,4,59,1,NULL,1,4,1,Yes,11,3,India,1,4,3,1,0,0,0,0,3
E1002253,39,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,15,4,2,77,3,NULL,4,1,0,No,12,1,India,21,3,3,20,8,11,10,0,2
E1002254,42,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,23,2,4,37,2,NULL,2,3,1,No,12,4,India,20,2,3,20,9,3,7,0,3
E1002257,31,Female,Medical,Married,Research & Development,Research Director,Non-Travel,10,3,3,40,3,NULL,3,3,4,No,20,3,India,13,2,4,11,7,4,8,0,4
E1002258,54,Female,Medical,Single,Research & Development,Manufacturing Director,Travel_Rarely,10,3,3,77,3,NULL,2,1,6,Yes,19,4,India,9,3,3,5,2,1,4,0,3
E1002259,24,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,1,2,2,45,2,NULL,2,3,1,No,12,2,India,4,2,2,4,3,1,2,0,2
E1002260,23,Male,Other,Single,Research & Development,Laboratory Technician,Travel_Rarely,12,2,4,78,3,"materials for manufacturing Invoice
s AP21003 AP21005 AP21008 AP20483",1,4,1,No,13,3,India,5,6,4,5,2,1,4,0,3
E1002263,40,Female,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Frequently,11,3,4,73,3,"20 pcs PI including shipping cost G
S 20210202 for balance payment. Cus
tom fabricated prototype parts.",2,3,1,No,11,1,India,10,2,4,10,9,9,4,0,3
E1002264,40,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,2,2,2,92,3,Materials for manufacturing,2,2,3,No,14,3,India,15,4,3,11,8,5,10,0,2
E1002265,25,Female,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,2,3,3,82,3,"PO 18291 30 payment Rib Skinner Pli
ers",1,2,4,No,14,3,India,6,3,3,2,0,1,2,0,3
E1002267,30,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,2,4,76,3,Mortgage Payments,1,2,1,No,13,3,India,12,6,2,12,8,1,7,0,3
E1002270,25,Male,Other,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,2,1,4,57,3,NULL,1,3,6,Yes,19,3,India,7,2,2,2,2,0,2,0,3
E1002271,47,Male,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,25,3,1,84,3,NULL,3,3,2,No,23,2,India,25,3,3,17,14,12,11,0,2
E1002273,38,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1,4,4,86,3,NULL,2,2,0,No,15,1,India,16,3,3,15,13,5,8,0,3
E1002274,31,Male,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,2,2,1,54,3,NULL,1,3,0,No,19,3,India,3,1,3,2,2,1,2,0,2
E1002276,42,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Rarely,18,4,4,35,3,NULL,2,1,6,Yes,17,3,India,9,3,2,4,3,1,2,0,3
E1002277,41,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1,3,4,76,3,NULL,1,4,3,No,22,1,India,12,3,3,5,3,1,0,0,4
E1002278,47,Female,Medical,Married,Research & Development,Research Scientist,Non-Travel,1,1,3,98,3,NULL,3,2,0,No,18,1,India,14,3,1,13,8,5,12,0,2
E1002281,35,Male,Medical,Married,Research & Development,Research Director,Travel_Rarely,11,4,4,43,3,NULL,1,3,7,Yes,11,3,India,5,3,3,2,2,2,2,0,3
E1002285,22,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,1,2,4,63,3,NULL,1,3,0,No,12,4,India,4,2,4,3,2,1,2,0,3
E1002286,35,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,9,4,2,48,3,NULL,2,3,1,No,19,2,India,10,5,3,10,7,0,8,0,3
E1002287,33,Female,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,15,2,2,95,3,NULL,2,4,0,Yes,13,1,India,10,6,3,9,7,8,1,0,2
E1002288,32,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,29,4,3,49,2,"IBANIT04F0103057450000000050000TO P
URCHASE GOODS",1,2,1,No,13,3,India,6,3,3,6,2,4,1,0,3
E1002290,40,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,4,1,83,3,"SARNO 9350810660 PROP ADDRESS 301 V
ALLEY VIEW DOVER VT 05356",1,4,8,No,19,3,India,8,3,2,1,0,0,0,0,3
